#NAME	LK-P2	SB-P1	PM-P3	AW-SD2	UNZ-SD2	DH-SD2	BF-SD3	EP-SD1	AL-SD3	RK-SD1	BS-SD3	DSR-SD3	EK-P3	RvO-P2	KB-P1	WB-P1	NK-P3	IV-P2	GM11	EW-SD1	DG-SD1
Bacteria;Halanaerobiaeota;Halanaerobiia;Halanaerobiales;Halobacteroidaceae;Halanaerobacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
Bacteria;Halanaerobiaeota;Halanaerobiia;Halanaerobiales;Halobacteroidaceae;Orenia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0
Bacteria;Halanaerobiaeota;Halanaerobiia;Halanaerobiales;Halobacteroidaceae;Sporohalobacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
Bacteria;Halanaerobiaeota;Halanaerobiia;Halanaerobiales;Halobacteroidaceae;uncultured	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Hydrogenedentes;Hydrogenedentia;Hydrogenedentiales;Hydrogenedensaceae;NA	61	154	59	8	29	24	7	47	5	9	46	17	22	45	46	38	0	11	0	28	11
Bacteria;Hydrogenedentes;Hydrogenedentia;Hydrogenedentiales;Hydrogenedensaceae;YC-ZSS-LKJ63	5	4	2	0	0	2	0	2	0	0	0	1	3	5	2	2	0	3	0	0	0
Bacteria;Latescibacterota;Latescibacteria;Latescibacterales;Latescibacteraceae;Candidatus Latescibacter	28	9	10	0	0	2	0	2	2	3	0	0	4	2	3	6	0	6	0	8	1
Bacteria;Latescibacterota;Latescibacteria;Latescibacterales;Latescibacteraceae;NA	492	262	182	10	58	47	12	97	9	17	131	27	69	19	195	181	0	47	0	86	29
Bacteria;Latescibacterota;NA;NA;NA;NA	1204	732	490	37	166	138	310	290	245	67	320	88	229	437	405	496	0	295	0	231	76
Bacteria;LCP-89;NA;NA;NA;NA	88	90	49	15	23	34	2	25	2	16	39	12	72	48	43	36	0	15	0	32	10
Bacteria;Margulisbacteria;NA;NA;NA;NA	63	4	3	2	0	0	2	3	3	0	5	1	4	2	5	0	0	3	0	1	0
Bacteria;Marinimicrobia (SAR406 clade);NA;NA;NA;NA	171	40	48	1	7	2	4	6	2	0	19	0	18	10	19	47	0	12	0	30	9
Bacteria;MAT-CR-M4-B07;NA;NA;NA;NA	3	0	2	0	0	0	0	0	0	0	0	0	2	2	0	0	0	1	0	0	0
Bacteria;MBNT15;NA;NA;NA;NA	178	23	14	2	2	2	2	9	2	1	11	2	22	27	14	18	0	51	0	38	4
Bacteria;Methylomirabilota;Methylomirabilia;Methylomirabilales;Methylomirabilaceae;Candidatus Methylomirabilis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
Bacteria;Methylomirabilota;Methylomirabilia;Methylomirabilales;Methylomirabilaceae;wb1-A12	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Bacteria;Methylomirabilota;Methylomirabilia;Methylomirabilales;Methylomirabilaceae;Z114MB74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Bacteria;Modulibacteria;Moduliflexia;Moduliflexales;Moduliflexaceae;Candidatus Moduliflexus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Bacteria;Modulibacteria;Moduliflexia;Moduliflexales;Moduliflexaceae;NA	63	142	178	4	20	17	24	28	13	6	74	15	46	1	103	153	0	3	0	19	6
Bacteria;Myxococcota;bacteriap25;NA;NA;NA	3	8	14	0	1	2	0	5	0	3	3	2	16	3	17	8	0	3	0	1	1
Bacteria;Myxococcota;Myxococcia;Myxococcales;Anaeromyxobacteraceae;Anaeromyxobacter	0	0	0	0	3	0	0	2	0	0	1	2	0	0	0	0	0	1	0	1	0
Bacteria;Myxococcota;Myxococcia;Myxococcales;Myxococcaceae;P3OB-42	35	12	23	2	10	4	7	23	1	2	4	7	30	3	17	13	0	6	0	17	3
Bacteria;Myxococcota;Polyangia;Blfdi19;NA;NA	0	0	0	1	2	2	0	7	0	0	1	2	0	0	6	0	0	0	0	0	0
Bacteria;Myxococcota;Polyangia;Haliangiales;Haliangiaceae;Haliangium	6	2	6	1	9	13	0	44	0	29	10	1	3	1	50	1	0	1	0	5	1
Bacteria;Myxococcota;Polyangia;MidBa8;NA;NA	7	38	29	222	864	738	7	198	8	54	751	35	36	2	34	10	0	3	0	51	23
Bacteria;Myxococcota;Polyangia;MSB-4B10;NA;NA	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Myxococcota;Polyangia;NA;NA;NA	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1
Bacteria;Myxococcota;Polyangia;Nannocystales;Nannocystaceae;Enhygromyxa	0	0	0	0	0	0	0	0	0	0	0	2	0	0	4	2	0	0	0	0	0
Bacteria;Myxococcota;Polyangia;Nannocystales;Nannocystaceae;Nannocystis	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0
Bacteria;Myxococcota;Polyangia;Nannocystales;Nannocystaceae;uncultured	0	22	1	0	2	0	0	3	0	3	5	0	0	0	0	0	0	0	0	2	1
Bacteria;Myxococcota;Polyangia;Polyangiales;BIrii41;NA	0	0	1	1	40	20	0	8	0	0	91	11	1	0	2	0	0	0	0	7	3
Bacteria;Myxococcota;Polyangia;Polyangiales;Eel-36e1D6;NA	0	1	1	0	2	0	0	6	1	0	3	1	1	0	3	0	0	1	0	3	0
Bacteria;Myxococcota;Polyangia;Polyangiales;Phaselicystidaceae;Phaselicystis	34	19	13	1	2	2	0	18	0	6	4	0	8	0	6	30	0	4	0	1	2
Bacteria;Myxococcota;Polyangia;Polyangiales;Polyangiaceae;NA	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Myxococcota;Polyangia;Polyangiales;Polyangiaceae;Pajaroellobacter	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Myxococcota;Polyangia;Polyangiales;Sandaracinaceae;Sandaracinus	0	5	0	0	1	2	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0
Bacteria;Myxococcota;Polyangia;Polyangiales;Sandaracinaceae;uncultured	14	45	71	3	22	18	0	10	0	9	13	5	17	4	19	22	0	8	0	12	2
Bacteria;Myxococcota;Polyangia;PS-B29;NA;NA	40	31	21	8	15	15	11	13	10	3	5	7	12	6	37	20	0	3	0	21	4
Bacteria;Myxococcota;Polyangia;UASB-TL25;NA;NA	10	13	22	0	2	1	0	7	2	3	3	1	16	2	33	24	0	7	0	31	4
Bacteria;Myxococcota;Polyangia;VHS-B3-70;NA;NA	105	39	52	4	9	11	3	21	1	3	12	7	60	19	18	54	0	22	0	36	13
Bacteria;Myxococcota;Polyangia;VHS-B4-70;NA;NA	10	3	0	5	11	8	2	10	0	4	12	3	0	37	10	3	0	30	0	8	4
Bacteria;NA;NA;NA;NA;NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
Bacteria;NB1-j;NA;NA;NA;NA	10	9	12	3	20	14	0	6	0	2	37	7	9	6	7	6	0	3	0	7	3
Bacteria;Nitrospinota;MT5B39;NA;NA;NA	1	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Nitrospinota;NA;NA;NA;NA	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Bacteria;Nitrospinota;Nitrospinia;Nitrospinales;Nitrospinaceae;Nitrospina	0	0	0	8	15	14	0	7	0	1	11	2	0	0	3	0	0	0	0	1	1
Bacteria;Nitrospinota;P9X2b3D02;NA;NA;NA	4	1	1	1	4	4	0	8	0	2	1	0	0	0	5	1	0	0	0	3	1
Bacteria;Nitrospirota;4-29-1;NA;NA;NA	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Nitrospirota;BMS9AB35;NA;NA;NA	0	0	0	0	3	0	0	15	0	0	8	0	1	0	0	0	0	0	0	3	0
Bacteria;Nitrospirota;HDB-SIOI1093;NA;NA;NA	0	0	0	0	2	0	0	0	0	0	1	0	0	0	3	0	0	0	0	0	0
Bacteria;Nitrospirota;Nitrospiria;Nitrospirales;Nitrospiraceae;Nitrospira	1	0	0	2	5	4	0	7	0	1	1	0	0	1	4	0	0	0	0	2	1
Bacteria;Nitrospirota;Thermodesulfovibrionia;uncultured;NA;NA	0	2	1	1	2	0	0	0	0	0	2	2	1	0	0	0	0	1	0	0	0
Bacteria;NKB15;NA;NA;NA;NA	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Bacteria;Patescibacteria;ABY1;Candidatus Buchananbacteria;NA;NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Bacteria;Patescibacteria;ABY1;Candidatus Falkowbacteria;NA;NA	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	1	0	0	0
Bacteria;Patescibacteria;ABY1;Candidatus Kerfeldbacteria;NA;NA	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Bacteria;Patescibacteria;ABY1;Candidatus Komeilibacteria;NA;NA	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0
Bacteria;Patescibacteria;ABY1;Candidatus Kuenenbacteria;NA;NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Bacteria;Patescibacteria;ABY1;Candidatus Magasanikbacteria;NA;NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Bacteria;Patescibacteria;Berkelbacteria;NA;NA;NA	1	2	1	0	0	1	0	0	0	0	1	0	0	0	0	3	0	0	0	3	0
Bacteria;Patescibacteria;CPR2;NA;NA;NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Bacteria;Patescibacteria;Dojkabacteria;NA;NA;NA	91	36	16	2	3	1	0	3	2	0	14	1	2	0	1	15	0	2	0	6	3
Bacteria;Patescibacteria;Gracilibacteria;Candidatus Abawacabacteria;NA;NA	0	0	0	0	0	3	4	2	9	3	0	1	0	0	3	1	0	0	0	0	0
Bacteria;Patescibacteria;Gracilibacteria;Candidatus Peregrinibacteria;NA;NA	5	1	10	1	2	5	3	3	1	2	1	0	1	0	5	6	0	2	0	3	0
Bacteria;Patescibacteria;Gracilibacteria;Candidatus Peribacteria;NA;NA	4	10	2	1	3	1	3	5	6	8	0	1	1	1	3	15	0	3	0	2	2
Bacteria;Patescibacteria;Gracilibacteria;JGI 0000069-P22;NA;NA	23	0	0	0	0	0	129	0	188	0	0	0	0	0	0	6	0	11	0	0	0
Bacteria;Patescibacteria;Gracilibacteria;NA;NA;NA	3	1	0	0	5	5	2	9	3	3	6	7	2	4	3	1	0	0	0	4	1
Bacteria;Patescibacteria;Kazania;NA;NA;NA	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Bacteria;Patescibacteria;Microgenomatia;Candidatus Beckwithbacteria;NA;NA	1	0	0	0	1	1	0	0	0	0	3	0	0	0	2	0	0	0	0	0	1
Bacteria;Patescibacteria;Microgenomatia;Candidatus Chisholmbacteria;NA;NA	0	0	0	1	2	4	0	6	0	2	7	0	1	0	1	2	0	1	0	2	1
Bacteria;Patescibacteria;Microgenomatia;Candidatus Collierbacteria;NA;NA	4	19	13	1	0	0	0	0	0	0	2	0	5	3	0	19	0	2	0	3	0
Bacteria;Patescibacteria;Microgenomatia;Candidatus Levybacteria;NA;NA	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Patescibacteria;Microgenomatia;Candidatus Pacebacteria;NA;NA	3	4	2	1	3	2	0	0	2	0	5	0	1	0	1	2	0	0	0	2	0
Bacteria;Patescibacteria;Microgenomatia;Candidatus Roizmanbacteria;NA;NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Bacteria;Patescibacteria;Microgenomatia;Candidatus Shapirobacteria;NA;NA	2	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0
Bacteria;Patescibacteria;Microgenomatia;Candidatus Woesebacteria;NA;NA	0	2	0	0	1	0	0	0	0	0	2	0	2	0	0	2	0	0	0	4	0
Bacteria;Patescibacteria;Microgenomatia;NA;NA;NA	7	12	2	1	0	0	2	3	0	0	2	1	0	0	2	3	0	0	0	2	0
Bacteria;Patescibacteria;Parcubacteria;Candidatus Campbellbacteria;NA;NA	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
Bacteria;Patescibacteria;Parcubacteria;Candidatus Kaiserbacteria;NA;NA	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Patescibacteria;Parcubacteria;Candidatus Lloydbacteria;NA;NA	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Patescibacteria;Parcubacteria;Candidatus Moranbacteria;NA;NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Bacteria;Patescibacteria;Parcubacteria;Candidatus Yonathbacteria;NA;NA	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Patescibacteria;Parcubacteria;CG1-02-42-13;NA;NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Bacteria;Patescibacteria;Parcubacteria;GWA2-38-13b;NA;NA	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Patescibacteria;Parcubacteria;NA;NA;NA	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
Bacteria;Patescibacteria;Saccharimonadia;Saccharimonadales;NA;NA	0	3	1	0	1	2	0	1	0	0	0	0	1	0	1	2	0	0	0	1	0
Bacteria;Patescibacteria;WWE3;NA;NA;NA	2	0	2	0	1	1	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0
Bacteria;PAUC34f;NA;NA;NA;NA	45	15	11	1	4	8	1	6	0	9	16	5	8	4	13	9	0	4	0	9	6
Bacteria;Planctomycetota;028H05-P-BN-P5;NA;NA;NA	0	12	0	0	0	0	0	0	0	0	0	0	0	0	6	2	0	0	0	0	0
Bacteria;Planctomycetota;BD7-11;NA;NA;NA	1	5	1	0	8	6	0	3	0	4	5	1	3	0	5	1	0	1	0	2	1
Bacteria;Planctomycetota;Brocadiae;SM23-32;NA;NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Bacteria;Planctomycetota;ODP123;NA;NA;NA	0	0	0	0	0	1	0	1	0	0	0	1	2	1	1	0	0	0	0	0	0
Bacteria;Planctomycetota;OM190;NA;NA;NA	28	33	9	18	51	37	2	45	3	25	84	20	10	44	56	9	0	13	0	22	7
Bacteria;Planctomycetota;Phycisphaerae;Amsterdam-1B-07;NA;NA	0	0	0	0	0	1	0	1	0	1	0	0	1	2	3	0	0	1	0	0	0
Bacteria;Planctomycetota;Phycisphaerae;B103G10;NA;NA	1	0	1	1	0	0	0	0	0	1	0	0	1	0	0	2	0	0	0	1	0
Bacteria;Planctomycetota;Phycisphaerae;C86;NA;NA	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Planctomycetota;Phycisphaerae;CCM11a;NA;NA	4	15	8	16	38	33	1	74	0	17	59	19	9	3	52	5	0	3	0	17	6
Bacteria;Planctomycetota;Phycisphaerae;DG-20;NA;NA	11	4	2	0	0	3	0	1	0	0	4	0	2	3	2	2	0	3	0	6	2
Bacteria;Planctomycetota;Phycisphaerae;mle1-8;NA;NA	10	10	7	2	4	8	2	9	2	3	12	0	2	5	7	3	0	4	0	7	1
Bacteria;Planctomycetota;Phycisphaerae;MSBL9;4572-13;NA	4	11	7	1	10	7	0	39	0	16	13	5	15	4	10	3	0	5	0	10	0
Bacteria;Planctomycetota;Phycisphaerae;MSBL9;GWC2-45-44;NA	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Planctomycetota;Phycisphaerae;MSBL9;L21-RPul-D3;NA	9	42	30	0	1	2	0	0	0	0	0	0	14	7	2	34	0	10	0	6	0
Bacteria;Planctomycetota;Phycisphaerae;MSBL9;SG8-4;NA	146	189	125	27	51	46	3	52	10	16	31	36	190	34	48	128	1	56	0	103	25
Bacteria;Planctomycetota;Phycisphaerae;MSBL9;SM23-30;NA	28	23	16	3	9	11	2	13	0	4	16	10	23	12	13	7	0	8	0	15	2
Bacteria;Planctomycetota;Phycisphaerae;MSBL9;ST-NAGAB-D1;NA	0	1	3	2	4	4	11	6	17	0	2	3	5	1	1	5	0	1	0	34	3
Bacteria;Planctomycetota;Phycisphaerae;Phycisphaerales;AKAU3564 sediment group;NA	61	93	57	8	9	12	2	17	2	7	24	10	71	13	17	74	0	17	0	42	10
Bacteria;Planctomycetota;Phycisphaerae;Phycisphaerales;Phycisphaeraceae;Algisphaera	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Planctomycetota;Phycisphaerae;Phycisphaerales;Phycisphaeraceae;I-8	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Planctomycetota;Phycisphaerae;Phycisphaerales;Phycisphaeraceae;JL-ETNP-F27	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Bacteria;Planctomycetota;Phycisphaerae;Phycisphaerales;Phycisphaeraceae;NA	0	1	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0
Bacteria;Planctomycetota;Phycisphaerae;Phycisphaerales;Phycisphaeraceae;Phycisphaera	0	5	0	0	3	1	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0
Bacteria;Planctomycetota;Phycisphaerae;Phycisphaerales;Phycisphaeraceae;SM1A02	0	78	2	11	54	184	0	13	0	13	94	23	0	212	24	3	0	54	0	27	6
Bacteria;Planctomycetota;Phycisphaerae;Phycisphaerales;Phycisphaeraceae;uncultured	3	7	1	1	2	4	0	3	2	14	6	0	2	21	5	1	0	6	0	5	1
Bacteria;Planctomycetota;Phycisphaerae;Phycisphaerales;Phycisphaeraceae;Urania-1B-19 marine sediment group	24	19	19	5	6	3	0	11	1	1	46	6	10	18	5	12	0	14	0	8	1
Bacteria;Planctomycetota;Phycisphaerae;Phycisphaerales;Phycisphaeraceae;Z195MB87	3	5	7	0	2	0	0	3	0	0	3	1	5	2	5	4	0	2	0	2	1
Bacteria;Planctomycetota;Phycisphaerae;Pla1 lineage;NA;NA	23	21	27	3	14	8	0	11	0	5	11	6	15	4	8	18	0	9	0	16	4
Bacteria;Planctomycetota;Phycisphaerae;S-70;NA;NA	0	2	0	1	2	4	0	3	0	1	2	1	0	0	1	0	0	0	0	1	0
Bacteria;Planctomycetota;Pla3 lineage;NA;NA;NA	1	12	4	2	5	4	2	14	1	1	6	4	7	2	29	3	0	0	0	3	1
Bacteria;Planctomycetota;Pla4 lineage;NA;NA;NA	375	41	13	1	8	7	17	15	14	8	7	4	22	11	46	13	0	19	0	11	3
Bacteria;Planctomycetota;Planctomycetes;Gemmatales;Gemmataceae;uncultured	0	0	0	0	2	1	0	2	0	2	1	0	0	0	0	0	0	0	0	0	0
Bacteria;Planctomycetota;Planctomycetes;Isosphaerales;Isosphaeraceae;uncultured	0	2	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0
Bacteria;Planctomycetota;Planctomycetes;Pirellulales;Pirellulaceae;Blastopirellula	9	10	15	3	12	21	0	10	1	8	8	4	12	9	8	16	0	5	0	9	4
Bacteria;Planctomycetota;Planctomycetes;Pirellulales;Pirellulaceae;Bythopirellula	0	1	0	0	0	1	0	0	0	2	0	0	1	0	0	1	0	0	0	1	0
Bacteria;Planctomycetota;Planctomycetes;Pirellulales;Pirellulaceae;NA	0	0	0	0	1	0	0	4	3	2	1	0	0	0	0	0	0	0	0	0	1
Bacteria;Planctomycetota;Planctomycetes;Pirellulales;Pirellulaceae;Pir4 lineage	30	73	19	8	52	30	19	44	17	8	24	16	32	36	26	82	0	30	0	40	3
Bacteria;Planctomycetota;Planctomycetes;Pirellulales;Pirellulaceae;Pirellula	1	1	3	1	8	26	0	1	0	0	5	1	0	0	10	0	0	1	0	1	1
Bacteria;Planctomycetota;Planctomycetes;Pirellulales;Pirellulaceae;Rhodopirellula	1	15	7	3	9	25	0	5	1	2	10	10	7	2	7	11	0	2	0	13	2
Bacteria;Planctomycetota;Planctomycetes;Pirellulales;Pirellulaceae;Roseimaritima	0	0	0	0	1	2	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0
Bacteria;Planctomycetota;Planctomycetes;Pirellulales;Pirellulaceae;Rubripirellula	1	2	2	0	7	1	0	1	0	0	4	0	6	0	2	3	0	0	0	1	0
Bacteria;Planctomycetota;Planctomycetes;Pirellulales;Pirellulaceae;uncultured	3	13	11	0	14	5	0	4	0	8	9	2	11	1	6	1	0	2	0	6	2
Bacteria;Planctomycetota;Planctomycetes;Planctomycetales;Gimesiaceae;Gimesia	1	7	0	0	4	7	9	4	7	1	3	1	0	17	1	0	0	7	0	2	1
Bacteria;Planctomycetota;Planctomycetes;Planctomycetales;Gimesiaceae;uncultured	3	3	2	2	12	7	0	7	0	14	5	3	3	1	2	2	0	1	0	0	2
Bacteria;Planctomycetota;Planctomycetes;Planctomycetales;Rubinisphaeraceae;Fuerstia	0	1	0	1	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0
Bacteria;Planctomycetota;Planctomycetes;Planctomycetales;Rubinisphaeraceae;Planctomicrobium	0	3	1	0	1	1	0	0	0	0	0	2	0	66	0	1	0	12	0	1	0
Bacteria;Planctomycetota;Planctomycetes;Planctomycetales;Rubinisphaeraceae;Rubinisphaera	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	3	0	0	0
Bacteria;Planctomycetota;Planctomycetes;Planctomycetales;Rubinisphaeraceae;SH-PL14	0	0	0	0	0	3	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
Bacteria;Planctomycetota;Planctomycetes;Planctomycetales;Rubinisphaeraceae;uncultured	0	2	3	0	0	0	0	3	0	1	0	0	2	1	0	3	0	0	0	2	0
Bacteria;Planctomycetota;Planctomycetes;Planctomycetales;uncultured;NA	0	0	0	7	8	7	0	8	0	23	2	1	0	0	4	0	0	0	0	4	0
Bacteria;Planctomycetota;Planctomycetes;uncultured;NA;NA	24	10	0	1	4	5	0	2	0	1	4	3	2	5	2	5	0	12	0	4	2
Bacteria;Planctomycetota;SGST604;NA;NA;NA	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	3	0	0	0
Bacteria;Planctomycetota;SPG12-343-353-B69;NA;NA;NA	0	1	3	0	2	0	0	0	0	0	0	0	4	0	7	1	0	1	0	0	0
Bacteria;Planctomycetota;vadinHA49;NA;NA;NA	19	16	12	4	7	7	2	12	3	2	5	3	19	5	16	13	0	3	0	10	5
Bacteria;Proteobacteria;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Roseomonas	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Alphaproteobacteria;Acetobacterales;NA;NA	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Alphaproteobacteria;Alphaproteobacteria Incertae Sedis;Unknown Family;Acuticoccus	0	0	0	0	2	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Alphaproteobacteria;Alphaproteobacteria Incertae Sedis;Unknown Family;uncultured	43	66	57	19	44	32	1	42	1	18	89	37	63	17	72	29	0	12	0	44	13
Bacteria;Proteobacteria;Alphaproteobacteria;AT-s3-44;NA;NA	4	5	0	10	27	22	0	7	0	4	23	1	0	0	6	0	0	0	0	6	2
Bacteria;Proteobacteria;Alphaproteobacteria;Azospirillales;Azospirillaceae;Skermanella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Bacteria;Proteobacteria;Alphaproteobacteria;Azospirillales;Inquilinaceae;Inquilinus	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Hyphomonadaceae;Hyphobacterium	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Hyphomonadaceae;Hyphomonas	0	5	0	0	3	0	1	1	3	1	1	0	0	4	0	0	0	2	0	1	0
Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Hyphomonadaceae;Maricaulis	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	3	0	0	0
Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Hyphomonadaceae;uncultured	0	0	0	0	1	1	0	0	0	1	3	0	0	0	0	0	0	0	0	1	0
Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Parvularculaceae;Hyphococcus	0	0	0	0	2	1	0	0	0	2	1	0	0	2	3	0	0	2	0	1	0
Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Parvularculaceae;Marinicaulis	0	1	0	5	38	31	0	1	0	0	0	0	0	0	9	0	0	0	0	0	0
Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Parvularculaceae;Parvularcula	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Parvularculaceae;uncultured	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;uncultured;NA	0	1	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Alphaproteobacteria;Defluviicoccales;Defluviicoccaceae;Defluviicoccus	2	15	1	23	86	88	0	16	0	48	57	26	1	1	30	3	0	1	0	23	13
Bacteria;Proteobacteria;Alphaproteobacteria;Defluviicoccales;uncultured;NA	0	20	0	1	22	16	0	4	0	5	23	6	0	5	3	1	0	1	0	2	0
Bacteria;Proteobacteria;Alphaproteobacteria;Dongiales;Dongiaceae;Dongia	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Alphaproteobacteria;Elsterales;Elsteraceae;Aliidongia	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Alphaproteobacteria;Elsterales;uncultured;NA	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Alphaproteobacteria;Emcibacterales;Emcibacteraceae;Emcibacter	0	2	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
Bacteria;Proteobacteria;Alphaproteobacteria;Ferrovibrionales;NA;Marinibaculum	0	3	0	0	1	0	0	0	0	0	2	1	0	1	0	0	0	0	0	0	2
Bacteria;Proteobacteria;Alphaproteobacteria;Holosporales;Holosporaceae;uncultured	0	0	0	0	0	0	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Alphaproteobacteria;Kiloniellales;Fodinicurvataceae;Fodinicurvata	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	2	0
